headline,brand_extracted,farbe_filled,storage_gb
WD My Passport® mit Kennwortschutz und Software für automatische Datensicherung 3TB Weiß USB 3.0,WD,Weiß,3072.0
WD My Passport® mit Kennwortschutz und Software für automatische Datensicherung 4TB Schwarz USB 3.0,WD,Schwarz,4096.0
WD My Passport® mit Kennwortschutz und Software für automatische Datensicherung 4TB Blau USB 3.0,WD,Blau,4096.0
WD My Passport® mit Kennwortschutz und Software für automatische Datensicherung 4TB Rot USB 3.0,WD,Rot,4096.0
WD My Passport® mit Kennwortschutz und Software für automatische Datensicherung 4TB Weiß USB 3.0,WD,Weiß,4096.0
WD My Passport® for Mac Unterstützt Time Machine mit Passwortschutz 1TB USB 3.0,WD,,1024.0
WD My Passport® for Mac Unterstützt Time Machine mit Passwortschutz 2TB USB 3.0,WD,,2048.0
WD My Passport® for Mac Unterstützt Time Machine mit Passwortschutz 3TB USB 3.0,WD,,3072.0
WD My Passport® for Mac Unterstützt Time Machine mit Passwortschutz 4TB USB 3.0,WD,,4096.0
WD My Book™ mit Passwortschutz und Software für die automatische Datensicherung 3TB Schwarz USB 3.0,WD,Schwarz,3072.0
WD My Book™ mit Passwortschutz und Software für die automatische Datensicherung 4TB Schwarz USB 3.0,WD,Schwarz,4096.0
WD My Book™ mit Passwortschutz und Software für die automatische Datensicherung 6TB Schwarz USB 3.0,WD,Schwarz,6144.0
WD My Book mit Passwortschutz und Software für die automatische Datensicherung™ 8TB Schwarz USB 3.0,WD,Schwarz,8192.0
WD My Passport® mit Kennwortschutz und Software für automatische Datensicherung 1TB Schwarz USB 3.0,WD,Orange,1024.0
WD My Passport® mit Kennwortschutz und Software für automatische Datensicherung 1TB Schwarz USB 3.0,WD,Gelb,1024.0
WD My Passport® mit Kennwortschutz und Software für automatische Datensicherung 3TB Schwarz USB 3.0,WD,Orange,3072.0
WD My Passport® mit Kennwortschutz und Software für automatische Datensicherung 3TB Schwarz USB 3.0,WD,Gelb,3072.0
WD My Passport® mit Kennwortschutz und Software für automatische Datensicherung 4TB Schwarz USB 3.0,WD,Orange,4096.0
WD My Passport® mit Kennwortschutz und Software für automatische Datensicherung 4TB Schwarz USB 3.0,WD,Gelb,4096.0
Sound BlasterX Siege M04 Gaming Maus,Sound,Schwarz,
CAT S40 Dual-SIM-LTE-Outdoor Smartphone + Powerbank,CAT,,16.0
"LogiLink XL Gaming-Mauspad, 330 x 250 mm, schwarz mit Bedruckung",LogiLink,Schwarz,
Honor 6X LTE-Dual-SIM Smartphone,Honor,Gold,32.0
Honor 6X LTE-Dual-SIM Smartphone,Honor,Silber,32.0
Honor 6X LTE-Dual-SIM Smartphone,Honor,Grau,32.0
Logitech M175 Funkmaus,Logitech,Schwarz,
CAT S40 Dual-SIM-LTE-Outdoor Smartphone + Autohalterung + Ladegerät,CAT,,16.0
Archos 50 Saphir Outdoor Smartphone,Archos,Schwarz,16.0
Archos 50f Helium LTE-Dual-SIM Smartphone,Archos,Blau,32.0
Archos 55 Diamond Selfie Lite LTE-Dual-SIM Smartphone,Archos,,16.0
WD My Passport™ Wireless Pro 4TB,WD,,4096.0
SKROSS World USB Charger ,SKROSS,Weiß,
USB-Ladestation 10-Port,USB-Ladestation,Schwarz,
Honor 6X LTE-Dual-SIM Smartphone,Honor,Grau,64.0
Honor 6X LTE-Dual-SIM Smartphone,Honor,Silber,64.0
Honor 6X LTE-Dual-SIM Smartphone,Honor,Gold,64.0
"LogiLink® USB Gaming-Maus, 2400 dpi, Schwarz",LogiLink®,Schwarz,
"LogiLink® Maus Optisch, beleuchtet, 1600 dpi, Weiß/Schwarz",LogiLink®,Weiß,
"LogiLink® Maus optisch Funk 2.4 GHz mit 3 Tasten, weiß",LogiLink®,Weiß,
"WD Blue 500GB 3.5"" SATA-III Bulk WD5000AZLX",WD,Blau,500.0
HP Wireless Maus 200,HP,schwarz,
Cherry MC 3000 - Weiß,Cherry,weiß,
Cherry MC 3000 - Schwarz,Cherry,schwarz,
"HP Envy x360 15-aq101ng Notebook 39.6 cm (15.6"") Silber",HP,Silber,1000.0
Keysonic ACK-109BL - Rollbare und wasserdichte Full-Size-Tastatur aus Silikon (blau)	,Keysonic,Blau,
Keysonic KSK-5020BT-L - Mini Bluetooth Tastatur mit Hintergrundbeleuchtung,Keysonic,Schwarz,
Archos 55 Graphite LTE-Dual-SIM Smartphone,Archos,graphite,16.0
Rapoo N1130 USB-Maus,Rapoo,Grau,
Rapoo 6010B Bluetooth®-Maus,Rapoo,Schwarz,
Rapoo 6010B Bluetooth®-Maus,Rapoo,Weiß,
Rapoo 7800P Funk-Maus,Rapoo,Schwarz,
Rapoo 3920P Funk-Maus,Rapoo,Schwarz,
Rapoo V16 USB-Gaming-Maus,Rapoo,Schwarz,
Rapoo V26 USB-Gaming-Maus,Rapoo,Schwarz,
Rapoo V26S USB-Gaming-Maus,Rapoo,Schwarz,
Dell MS116 USB Maus - Schwarz,Dell,schwarz,
Lenovo ThinkPad Laser USB Maus,Lenovo,schwarz,
HAMA AC-150 Webcam,HAMA,Schwarz,
"LogiLink® Golden Laser Mauspad, ""Aluminium"" Design",LogiLink®,Aluminium,
"LogiLink® Ultra dünnes Gaming Mauspad, schwarz",LogiLink®,Schwarz,
"ASUS Cerberus Gaming Maus (USB, 6 Tasten, 2.500 dpi, 1000Hz, rot beleuchtet, kabelgebunden), Schwarz",ASUS,Schwarz,
"Odys Winbook 13 Notebook 33.8 cm (13.3"") Gold",Odys,Gold,4.0
G-Technology G-Drive mobile USB 5400 U/min 1TB USB 3.0 Silber,G-Technology,Silber,1024.0
G-Technology G-Drive mobile USB 7200 U/min 1TB USB 3.0 Silber,G-Technology,Silber,1024.0
G-Technology G-Drive mobile Thunderbolt 1TB USB 3.0 und Thunderbolt,G-Technology,Silber,1024.0
G-Technology G-Drive G1 4TB USB 3.0,G-Technology,Silber,4096.0
G-Technology G-Drive ev ATC 1TB USB 3.0,G-Technology,,1024.0
G-Technology G-Drive G1 6TB USB 3.0,G-Technology,Silber,6144.0
G-Technology G-Drive G1 2TB USB 3.0,G-Technology,Silber,2048.0
G-Technology G-Drive G1 8TB USB 3.0,G-Technology,Silber,8192.0
G-DRIVE ev RaW SSD 1TB USB 3.0,G-DRIVE,,1024.0
G-Technology G-Drive mobileUSB 2TB USB 3.0 Schwarz,G-Technology,Schwarz,2048.0
G-Technology G-Drive mobileUSB 3TB USB 3.0 Schwarz,G-Technology,Schwarz,3072.0
G-Technology G-Drive mobile 1TB USB Typ-C Silber,G-Technology,Silber,1024.0
G-Technology G-Drive G1 10TB USB 3.0,G-Technology,Silber,10240.0
G-Technology G-Drive slim SSD 500GB USB Typ-C Silber,G-Technology,Silber,500.0
G-Technology G-Drive TB 4TB Thunderbolt 3 Silber,G-Technology,Silber,4096.0
G-Technology G-Drive TB 6TB Thunderbolt 3 Silber,G-Technology,Silber,6144.0
G-Technology G-Drive USB-C 4TB USB Typ-C Silber,G-Technology,Silber,4096.0
G-Technology G-Drive USB-C TB USB Typ-C Silber,G-Technology,Silber,8192.0
G-Technology G-Drive USB-C 10TB USB Typ-C Silber,G-Technology,Silber,10240.0
Logitech M238 Wireless Maus Go-Go Gold,Logitech,gold,
"Western Digital 10TB SATA 3,5"" WD100EFAX Red™ Serie",Western,Rot,10240.0
3Dconnexion CadMouse,3Dconnexion,schwarz,
Die ultimative Präzisionsmaus für Poweruser,Die,Graphite,
Logitech M590 Multi-Device Silent - Graphite Tonal,Logitech,Graphite,
Logitech M590 Multi-Device Silent - Ruby,Logitech,Ruby,
Sharkoon Shark Zone M52 USB Gaming Maus,Sharkoon,Schwarz,
CAT S40 LTE Outd. Smartphone + Powerbank,CAT,,16.0
Intenso Memory Center 6TB USB 3.0,Intenso,,6144.0
"WD Elements™ Portable - Externe 6.35 cm (2.5"") Festplatte USB 3.0",WD,,1024.0
honor 9 LTE-Dual-SIM Smartphone,honor,schwarz,64.0
honor 9 LTE-Dual-SIM Smartphone,honor,grau,64.0
honor 9 LTE-Dual-SIM Smartphone,honor,blau,64.0
WD Elements™ Portable 500GB USB 3.0 Schwarz,WD,Schwarz,500.0
WD Elements™ Portable 3TB USB 3.0 Schwarz,WD,Schwarz,3072.0
WD Elements™ Portable 2TB USB 3.0 Schwarz,WD,Schwarz,2048.0
honor 6A LTE-Dual-SIM Smartphone,honor,Blau,16.0
honor 6A LTE-Dual-SIM Smartphone,honor,Blau,16.0
honor 6A LTE-Dual-SIM Smartphone,honor,Blau,16.0
Mydo Silent Click Wireless Maus - Schwarz,Mydo,schwarz,
Mydo Silent Click Wireless Maus - Blau,Mydo,blau,
Mydo Silent Click Wireless Maus - Rot,Mydo,rot,
MS Surface Studio Dial silber,MS,Silber,
G-Technology G-Drive mobile  1TB USB 3.0 Black,G-Technology,Schwarz,1024.0
Logitech M100 USB Maus,Logitech,grau,
"LogiLink® Ergonomic Vertical Mouse, USB, schwarz",LogiLink®,schwarz,
Samsung Portable SSD T5 250GB USB Typ-C USB 3.1 Gen2,Samsung,aluminium,250.0
Samsung Portable SSD T5 500GB USB Typ-C USB 3.1 Gen2,Samsung,aluminium,500.0
Samsung Portable SSD T5 1TB USB Typ-C USB 3.1 Gen2,Samsung,aluminium,1024.0
Samsung Portable SSD T5 2TB USB Typ-C USB 3.1 Gen2,Samsung,aluminium,2048.0
Spiffy Ergo-Maus schwarz,Spiffy,Schwarz,
Geemarc Multimedia Tastatur mit XL-Tasten für Sehbehinderte,Geemarc,Schwarz,
G-DRIVE ev RaW SSD 500 GB USB 3.0,G-DRIVE,,500.0
G-Technology G-Drive® ev RaW 1TB USB 3.0,G-Technology,,1024.0
G-Technology G-Drive® ev RaW 2TB USB 3.0,G-Technology,,2048.0
G-Technology G-Raid Removable 8TB Thunderbolt 2 Silber,G-Technology,Silber,8192.0
G-Technology G-Raid Removable 12TB Thunderbolt 2 Silber,G-Technology,Silber,12288.0
G-Technology G-Raid Removable 16TB Thunderbolt 2 Silber,G-Technology,Silber,16384.0
G-Technology G-Raid Removable 20TB Thunderbolt 2 Silber,G-Technology,Silber,20480.0
G-Technology G-Raid Removable 8TB Thunderbolt 3 Silber,G-Technology,Silber,8192.0
G-Technology G-Raid Removable 12TB Thunderbolt 3 Silber,G-Technology,Silber,12288.0
G-Technology G-Raid Removable 16TB Thunderbolt 3 Silber,G-Technology,Silber,16384.0
G-Technology G-Raid Removable 20TB Thunderbolt 3 Silber,G-Technology,Silber,20480.0
G-Technology G-Raid Removable 24TB Thunderbolt 3 Silber,G-Technology,Silber,24576.0
G-Technology G-Raid USB G1 Removable 8TB USB 3.0 Silber,G-Technology,Silber,8192.0
G-Technology G-Raid USB G1 Removable 12TB USB 3.0 Silber,G-Technology,Silber,12288.0
G-Technology G-Raid USB G1 Removable 16TB USB 3.0 Silber,G-Technology,Silber,16384.0
"G-Technology G-Drive Thunderbolt 4TB Thunderbolt, USB 3.0 Silber",G-Technology,Silber,4096.0
"G-Technology G-Drive Thunderbolt 6TB Thunderbolt, USB 3.0 Silber",G-Technology,Silber,6144.0
"G-Technology G-Drive Thunderbolt 8TB Thunderbolt, USB 3.0 Silber",G-Technology,Silber,8192.0
"G-Technology G-Drive Thunderbolt 10TB Thunderbolt, USB 3.0 Silber",G-Technology,Silber,10240.0
G-Technology G-Drive Thunderbolt 3 8TB Silber,G-Technology,Silber,8192.0
G-Technology G-Drive Thunderbolt 3 10TB Silber,G-Technology,Silber,10240.0
G-Technology G-Drive slim SSD 1TB USB Typ-C,G-Technology,,1024.0
Cat® S41 - SHARE THE POWER,Cat®,schwarz,32.0
CAT S31 Outdoor-Smartphone,CAT,schwarz,16.0
"Kfz-Ladegerät, Micro-USB, 2.4 A","Kfz-Ladegerät,",Schwarz,
Dell WM126 Wireless Maus - Schwarz,Dell,schwarz,
SpeedLink Obsidia ergonomische USB-Maus,SpeedLink,Schwarz,
SpeedLink Manejo ergonomische USB-Maus,SpeedLink,Schwarz,
G-Technology SSD G-DRIVE mobile R-Series 500GB USB 3.1 Gen2,G-Technology,,500.0
G-Technology SSD G-DRIVE mobile R-Series 1TB USB 3.1 Gen2,G-Technology,,1024.0
G-Technology SSD G-DRIVE mobile R-Series 2TB USB 3.1 Gen2,G-Technology,,2048.0
"Western Digital 6TB SATA 3,5"" WD6002FZWX Desktop Black",Western,Schwarz,6144.0
USB-Ladestation Le family,USB-Ladestation,Schwarz,
Perixx Periboard-512 USB Tastatur - Weiß,Perixx,Weiß,
"WD Blue™ SSD 3D NANID 2.5"" (Zoll) 2TB WDS200T2B0A",WD,Blau,2048.0
"WD Blue™ SSD 3D NANID 2.5"" (Zoll) 1TB WDS100T2B0A",WD,Blau,1024.0
"WD Blue™ SSD 3D NAND - Interne SSD 6.35 cm (2.5"") 500 GB",WD,Blau,500.0
"WD Blue™ SSD 3D NANID 2.5"" (Zoll) 250GB WDS250G2B0A",WD,Blau,250.0
Perixx Periboard-512 Ergonomische USB Tastatur - Schwarz,Perixx,Schwarz,
G-Technology G-Drive mobile USB 5400 U/min 1TB USB 3.0 Silber,G-Technology,Silber,1024.0
G-Technology G-Drive mobile Externe Festplatte 6.35 cm (2.5 Zoll) 2 TB Silber USB 3.0,G-Technology,Silber,2048.0
honor 7X LTE-Dual-SIM Smartphone,honor,Schwarz,64.0
honor 7X LTE-Dual-SIM Smartphone,honor,Schwarz,64.0
honor 7X LTE-Dual-SIM Smartphone,honor,Schwarz,64.0
Matias Aluminum Erweiterte USB Tastatur dt. für Mac OS,Matias,Aluminium,
honor View 10 LTE-Dual-SIM Smartphone - Bist du bereit für AI?,honor,Blau,128.0
Trekstor Primebook P14B 64 GB schwarz + inklusive Microsoft Office 365 (1 Jahr kostenlos),Trekstor,Schwarz,64.0
honor 6C Pro LTE-Dual-SIM Smartphone,honor,,32.0
honor 6C Pro LTE-Dual-SIM Smartphone,honor,,32.0
honor 6C Pro LTE-Dual-SIM Smartphone,honor,,32.0
WD Elements 6TB USB 3.0,WD,,6144.0
"SAMSUNG SSD 2.5"" 860 PRO 256GB",SAMSUNG,,256.0
"SAMSUNG SSD 2.5"" 860 PRO 512GB",SAMSUNG,,512.0
"SAMSUNG SSD 2.5"" 860 PRO 1TB",SAMSUNG,,1024.0
"SAMSUNG SSD 2.5"" 860 PRO 2TB",SAMSUNG,,2048.0
"SAMSUNG SSD 2.5"" 860 EVO 250GB",SAMSUNG,,250.0
"SAMSUNG SSD 2.5"" 860 EVO 500GB",SAMSUNG,,500.0
"SAMSUNG SSD 2.5"" 860 EVO 1TB",SAMSUNG,,1024.0
"SAMSUNG SSD 2.5"" 860 EVO 2TB",SAMSUNG,,2048.0
"SAMSUNG SSD 2.5"" 860 EVO 4TB",SAMSUNG,,4096.0
Samsung SSD mSATA 860 EVO 250GB,Samsung,,250.0
Samsung SSD mSATA 860 EVO 500GB,Samsung,,500.0
Samsung SSD mSATA 860 EVO 1TB,Samsung,,1024.0
Samsung SSD M.2 860 EVO 250GB,Samsung,,250.0
Samsung SSD M.2 860 EVO 500GB,Samsung,,500.0
Samsung SSD M.2 860 EVO 1TB,Samsung,,1024.0
Samsung SSD M.2 860 EVO 2TB,Samsung,,2048.0
Logitech® M100 USB Maus,Logitech®,Weiß,
honor 9 Lite LTE-Dual-SIM Smartphone,honor,Schwarz,32.0
honor 9 Lite LTE-Dual-SIM Smartphone,honor,blau,32.0
honor 9 Lite LTE-Dual-SIM Smartphone,honor,grau,32.0
Crucial SSD MX500 6.35 cm (2.5 Zoll) 250GB SATA-III,Crucial,,250.0
Crucial SSD MX500 6.35 cm (2.5 Zoll) 500GB SATA-III,Crucial,,500.0
Crucial SSD MX500 6.35 cm (2.5 Zoll) 1TB SATA-III,Crucial,,1024.0
Crucial SSD M.2 MX500 250GB,Crucial,,250.0
Crucial SSD M.2 MX500 1TB,Crucial,,1024.0
Crucial SSD M.2 MX500 500GB,Crucial,,500.0
Crucial SSD MX500 6.35 cm (2.5 Zoll) 2TB SATA-III,Crucial,,2048.0
WD My Passport™ Wireless SSD 500GB,WD,,500.0
WD My Passport™ Wireless SSD 1TB,WD,,1024.0
SanDisk SSD Extreme® Portable 2TB USB 3.1 Typ-C Schwarz,SanDisk,Schwarz,2048.0
Vakoss® TM-741 Wireless Maus ohne Klickgeräusche,Vakoss®,blau,
Manhattan Edge USB Maus - Blau,Manhattan,blau,
Manhattan Edge USB Maus - Rot,Manhattan,rot,
Dell MS116 USB Maus - Grau,Dell,grau,
Dell MS116 USB Maus - Weiß,Dell,weiß,
Acer Extensa 2540-530F Notebook 15.6 sw,Acer,Schwarz,4.0
"Acer Extensa 2540-59C1 - 15,6"" Notebook - Core i5 Mobile 2,5 GHz 39,6 cm",Acer,Schwarz,4.0
USB-Kfz-Ladegerät Duo 2.4,USB-Kfz-Ladegerät,Schwarz,
USB-Kfz-Ladegerät Duo 3.4,USB-Kfz-Ladegerät,Schwarz,
Steckerlader mit Apple Lightning Stecker,Steckerlader,Weiß,
"SAMSUNG SSD 2.5"" 860 PRO 4TB",SAMSUNG,,4096.0
WD My Book mit Passwortschutz und Software für die automatische Datensicherung™ 10TB Schwarz USB 3.0,WD,Schwarz,10240.0
honor 7C LTE-Smartphone,honor,schwarz,32.0
honor 7C LTE-Smartphone,honor,blau,32.0
G-technology G-Drive Pro SSD Thunderbolt 3 7.68 TB,G-technology,,7864.0
G-technology G-SPEED™ Shuttle SSD mit Thunderbolt™ 3 8TB,G-technology,,8192.0
G-technology G-SPEED™ Shuttle SSD mit Thunderbolt™ 3 16TB,G-technology,,16384.0
G-technology G-Drive Pro SSD Thunderbolt 3 3.84TB,G-technology,,3932.0
G-technology G-Drive Pro SSD Thunderbolt 3 1.92TB,G-technology,,1966.0
G-technology G-Drive Pro SSD Thunderbolt 3 960GB,G-technology,,960.0
G-technology G-Drive mobile PRO SSD Thunderbolt 3 500GB,G-technology,,500.0
G-technology G-Drive mobile PRO SSD Thunderbolt 3 1TB,G-technology,,1024.0
Perixx PERIMICE-802 Wireless Maus,Perixx,schwarz,
Trust Carve Wireless Maus,Trust,Schwarz,
Trust VIVY Wireless Mini Maus,Trust,Schwarz,
Trust Yvi FX Wireless Maus,Trust,schwarz,
Trust Oni Wireless Maus,Trust,Schwarz,
Trust Optical USB Maus,Trust,Schwarz,
WD Elements™ Portable 4TB USB 3.0 Schwarz,WD,Schwarz,4096.0
3Dconnexion CadMouse Pad Compact Schwarz,3Dconnexion,Schwarz,
honor 10 LTE-Smartphone - Beauty in AI,honor,,64.0
honor 10 LTE-Smartphone - Beauty in AI,honor,,64.0
honor 10 LTE-Smartphone - Beauty in AI,honor,,64.0
WD SSD Black™ NVMe™ 250GB M.2,WD,Schwarz,250.0
WD SSD Black™ NVMe™ 500GB M.2,WD,Schwarz,500.0
WD SSD Black™ NVMe™ 1TB M.2,WD,Schwarz,1024.0
WD My Passport® mit Kennwortschutz und Software für automatische Datensicherung 2TB Schwarz USB 3.0,WD,Schwarz,2048.0
"Western Digital 8TB SATA 3,5"" WD80EFAX Red™ Serie",Western,Rot,8192.0
honor 10 LTE-Smartphone - Beauty in AI,honor,grün,64.0
Logitech® M105 USB Maus,Logitech®,blau,
Logitech® M105 USB Maus,Logitech®,rot,
HP QY777AA optische USB Maus,HP,Schwarz,
"HP Envy 17-bw0003ng Notebook, Silber",HP,Silber,
"HP Pavilion 15-cs0005ng Notebook, Silber",HP,Silber,25.0
"HP Pavilion 17-ab402ng Notebook, Schwarz",HP,Schwarz,
HP 17-by0151ng Notebook Schwarz,HP,Schwarz,5.0
"HP Pavilion x360 14-cd0003ng Notebook, Silber",HP,Silber,256.0
"HP Pavilion x360 14-cd0102ng Notebook, Schwarz",HP,Schwarz,
Corsair M.2 SSD Force MP300 120GB TLC  NVMe,Corsair,,120.0
Corsair M.2 SSD Force MP300 240GB TLC  NVMe,Corsair,,240.0
Corsair M.2 SSD Force MP300 960GB TLC  NVMe,Corsair,,960.0
USB-Ladegerät OTRA2,USB-Ladegerät,Weiß,
USB-Ladegerät OTRA2,USB-Ladegerät,Schwarz,
honor 9 Lite LTE-Smartphone,honor,,64.0
honor 9 Lite LTE Smartphone,honor,blau,64.0
honor 9 Lite LTE Smartphone,honor,grau,64.0
WD Elements 8TB USB 3.0,WD,,8192.0
WD Elements 10TB USB 3.0,WD,,10240.0
"Crucial® BX500 SSD BX500 120GB 2.5"" SATA-III",Crucial®,,120.0
"Crucial® BX500 SSD BX500 240GB 2.5"" SATA-III",Crucial®,,240.0
"Crucial® BX500 SSD BX500 480GB 2.5"" SATA-III",Crucial®,,480.0
Verbatim SSD Vi500 S3 120GB SATA-III,Verbatim,,120.0
Verbatim SSD Vi500 S3 240GB SATA-III,Verbatim,,240.0
Verbatim SSD Vi500 S3 480GB SATA-III,Verbatim,,480.0
Crucial M.2 SSd P1 500GB NVMe™ PCIe®,Crucial,,500.0
Crucial M.2 SSd P1 1TB NVMe™ PCIe®,Crucial,,1024.0
WD Gaming Drive 2TB mobiler Gaming-Speicher PLayStation 4 USB Tpye-C Schwarz/Blau,WD,Schwarz,2048.0
WD Gaming Drive 4TB mobiler Gaming-Speicher PLayStation 4 USB Tpye-C Schwarz/Blau,WD,Schwarz,4096.0
WD Mainstream Retail Kit Interne Festplatte 8TB SATA-III,WD,,8192.0
WD Mainstream Retail Kit Interne Festplatte 10TB SATA-III,WD,,10240.0
"Western Digital 6TB SATA 3,5"" WD6003FZBX Desktop Black",Western,Schwarz,6144.0
"Western Digital 4TB SATA 3,5"" WD4005FZBX Desktop Black",Western,Schwarz,4096.0
Samsung SSD 860 QVO 1TB,Samsung,,1024.0
Samsung SSD 860 QVO 2TB,Samsung,,2048.0
Samsung SSD 860 QVO 4TB,Samsung,,4096.0
Lian Li Strimer 24-Pin RGB Mainboardkabel,Lian,RGB,
Seagate Game Drive für PS4 1TB USB 3.0,Seagate,Schwarz,1024.0
"Manhattan Power Delivery USB-Netzteil – 45 W Ladegerät mit USB-C Power Delivery-Port (PD 3.0) mit bis zu 45 W USB-A-Ladeport bis zu 2,4 A schwarz",Manhattan,Schwarz,
"Manhattan Power Delivery USB-Netzteil – 45 W Ladegerät mit USB-C Power Delivery-Port (PD 3.0) mit bis zu 45 W USB-A-Ladeport bis zu 2,4 A weiß",Manhattan,Weiß,
"Manhattan Power Delivery USB-Netzteil mit integriertem USB-C-Kabel – 60 W Ladegerät mit USB-C Power Delivery-Port (PD 3.0) mit bis zu 60 W USB-A Ladeport bis zu 2,4 A schwarz",Manhattan,Schwarz,
"Manhattan Power Delivery USB-Netzteil mit integriertem USB-C-Kabel – 60 W Ladegerät mit USB-C Power Delivery-Port (PD 3.0) mit bis zu 60 W USB-A Ladeport bis zu 2,4 A weiß",Manhattan,Weiß,
"Manhattan Power Delivery USB-Netzteil – 60 W Ladegerät mit USB-C Power Delivery-Port (PD 3.0) mit bis zu 60 W USB-A Ladeport bis zu 2,4 A schwarz",Manhattan,Schwarz,
"Manhattan Power Delivery USB-Netzteil – 60 W Ladegerät mit USB-C Power Delivery-Port (PD 3.0) mit bis zu 60 W USB-A Ladeport bis zu 2,4 A weiß",Manhattan,Weiß,
ASUS FX Gaming  AURA Sync RGB 1TB USB 3.1 Gen1,ASUS,,1024.0
ASUS FX Gaming  AURA Sync RGB 2TB USB 3.1 Gen1,ASUS,,2048.0
WD My Passport™ Ultra 1TB Silber USB Typ-C™,WD,Silber,1024.0
WD My Passport™ Ultra 2TB Blau USB Typ-C™,WD,Blau,2048.0
WD My Passport™ Ultra 2TB - Externe Festplatte Silber USB Typ-C™,WD,Silber,2048.0
WD My Passport™ Ultra 4TB Blau USB Typ-C™,WD,Blau,4096.0
WD My Passport™ Ultra 4TB Silber USB Typ-C™,WD,Silber,4096.0
WD My Passport™ Ultra for Mac 2TB USB Typ-C™ Silber,WD,Silber,2048.0
WD My Passport™ Ultra for Mac 4TB USB Typ-C™ Silber,WD,Silber,4096.0
LaCie Mobile Drive HDD 1TB USB Type-C™ Moon Silber,LaCie,Silber,1024.0
LaCie Mobile Drive HDD 2TB USB Type-C™ Moon Silber,LaCie,Silber,2048.0
LaCie Mobile Drive HDD 4TB USB Type-C™ Moon Silber,LaCie,Silber,4096.0
LaCie Mobile Drive HDD 5TB USB Type-C™ Moon Silber,LaCie,Silber,5120.0
Seagate Backup Plus Ultra Touch 1TB  USB Type-C™ Schwarz,Seagate,Schwarz,1024.0
Seagate Backup Plus Ultra Touch 2TB  USB Type-C™ Schwarz,Seagate,Schwarz,2048.0
Seagate Backup Plus Ultra Touch 2TB  USB Type-C™ Weiß,Seagate,Weiß,2048.0
Seagate Backup Plus Ultra Touch 1TB  USB Type-C™ Weiß,Seagate,Weiß,1024.0
Seagate BackupPlus Portable 5TB USB 3.0 Hellblau,Seagate,Hellblau,5120.0
Seagate BackupPlus Portable 4TB USB 3.0 Hellblau,Seagate,Hellblau,4096.0
Seagate Backup Plus Slim 1TB USB 3.0 Schwarz,Seagate,Schwarz,1024.0
Seagate BackupPlus Portable 5TB USB 3.0 Silber,Seagate,Silber,5120.0
Seagate BackupPlus Portable 4TB USB 3.0 Silber,Seagate,Silber,4096.0
Seagate BackupPlus Portable 5TB USB 3.0 Schwarz,Seagate,Schwarz,5120.0
Seagate BackupPlus Portable 4TB USB 3.0 Schwarz,Seagate,Schwarz,4096.0
Seagate Backup Plus Slim 1TB USB 3.0 Hellblau,Seagate,Hellblau,1024.0
Seagate Backup Plus Slim 2TB USB 3.0 Hellblau,Seagate,Hellblau,2048.0
Seagate Backup Plus Slim 2TB USB 3.0 Silber,Seagate,Silber,2048.0
Seagate Backup Plus Slim 1TB USB 3.0 Silber,Seagate,Silber,1024.0
Seagate Backup Plus Slim 2TB USB 3.0 Schwarz,Seagate,Schwarz,2048.0
WD Black SN750 High-Performance NVMe M.2 interne Gaming SSD 1TB PICe 3.0 x4,WD,Schwarz,1024.0
WD Black SN750 High-Performance NVMe M.2 interne Gaming SSD 250GB PICe 3.0 x4,WD,Schwarz,250.0
WD Black SN750 High-Performance NVMe M.2 interne Gaming SSD 500GB PICe 3.0 x4,WD,Schwarz,500.0
WD My Passport™ GO 500GB USB 3.0 Schwarz-Blau,WD,Schwarz,500.0
WD My Passport™ GO 500GB USB 3.0 Schwarz-Gelb,WD,Schwarz,500.0
My Passport™ GO - Externes SSD-Laufwerk 1 TB USB 3.0,My,,1024.0
WD My Passport™ GO 1TB USB 3.0 Schwarz-Gelb,WD,Schwarz,1024.0
"Verbatim SSD VI500 S3 2.5"" 128GB SATA-III",Verbatim,,128.0
"Verbatim SSD VI500 S3 2.5"" 256GB SATA-III",Verbatim,,256.0
"Verbatim SSD VI500 S3 2.5"" 512GB SATA-III",Verbatim,,512.0
"Crucial® BX500 SSD BX500 960GB 2.5"" SATA-III",Crucial®,,960.0
"Western Digital 6TB SATA 3,5"" WD60EFAX Red™ Serie",Western,Rot,6144.0
G-Tech G-DRIVE USB Externe Festplatte 4000 GB Silber,G-Tech,Silber,10240.0
Samsung Portable SSD T5 1TB USB Typ-C USB 3.1 Gen2 Rot,Samsung,rot,1024.0
Samsung Portable SSD T5 500GB USB Typ-C USB 3.1 Gen2 Rose Gold,Samsung,Gold,1024.0
Samsung Portable SSD T5 500GB USB Typ-C USB 3.1 Gen2 Rot,Samsung,Rot,500.0
Samsung Portable SSD T5 500GB USB Typ-C USB 3.1 Gen2 Rose Gold,Samsung,Gold,500.0
Raspberry Pi® Tastatur schwarz mit USB Hub,Raspberry,Schwarz,
Raspberry Pi® Tastatur weiss/rot inkl. USB Hub,Raspberry,Weiß-Rot,
Raspberry Pi® USB-Maus optisch Schwarz,Raspberry,Schwarz,
G-Technology ArmorATD™ 1TB USB Type-C™,G-Technology,,1024.0
G-Technology ArmorATD™ 2TB USB Type-C™,G-Technology,,2048.0
